ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
E 3770,07A03,SL-000-1247,B05,SL-000-1247B05,rac-2-Ethoxy-3-octadecanamido-1-propylphosphocholine,,550.76603,
E 8375,07A04,SL-000-1247,B07,SL-000-1247B07,(-)-Physostigmine,,275.35352,
E-101,07A05,SL-000-1247,B09,SL-000-1247B09,S-(-)-Eticlopride hydrochloride,,377.31437,
U6758,07A06,SL-000-1247,B11,SL-000-1247B11,UCL 2077,,350.46749,
F 6020,07A07,SL-000-1247,B13,SL-000-1247B13,Fenofibrate,,360.84097,
F 6886,07A08,SL-000-1247,B15,SL-000-1247B15,Forskolin,,410.51208,
F 9427,07A09,SL-000-1247,B17,SL-000-1247B17,Fexofenadine hydrochloride,,501.67193,
D 8816,07A10,SL-000-1247,B19,SL-000-1247B19,"N-(3,3-Diphenylpropyl)glycinamide",,268.36175,
C 1625,07A11,SL-000-1247,B21,SL-000-1247B21,L-Canavanine,,176.17639,
E 3149,07B02,SL-000-1247,D03,SL-000-1247D03,S-Ethylisothiourea hydrobromide,,185.08658,
E 3876,07B03,SL-000-1247,D05,SL-000-1247D05,N-Ethylmaleimide,,125.12819,
N 3911,07B04,SL-000-1247,D07,SL-000-1247D07,NBI 27914,,434.1989,
C5368,07B05,SL-000-1247,D09,SL-000-1247D09,CCG-4986,,374.82402,
F 2802,07B06,SL-000-1247,D11,SL-000-1247D11,Fluvoxamine maleate,,434.4161,
F 6145,07B07,SL-000-1247,D13,SL-000-1247D13,Fenspiride hydrochloride,,296.79982,
F 6889,07B08,SL-000-1247,D15,SL-000-1247D15,Famotidine,,337.44645,
F 9552,07B09,SL-000-1247,D17,SL-000-1247D17,Formoterol,,804.90234,
G 0639,07B10,SL-000-1247,D19,SL-000-1247D19,Glybenclamide,,494.01371,
G 5668,07B11,SL-000-1247,D21,SL-000-1247D21,GW1929,,495.58333,
E 5156,07C02,SL-000-1247,F03,SL-000-1247F03,Epinastine hydrochloride,,285.77902,
E 4375,07C03,SL-000-1247,F05,SL-000-1247F05,(-)-Epinephrine bitartrate,,333.29768,
E 8875,07C04,SL-000-1247,F07,SL-000-1247F07,beta-Estradiol,,272.39078,
E-114,07C05,SL-000-1247,F09,SL-000-1247F09,erythro-9-(2-Hydroxy-3-nonyl)adenine hydrochloride,,313.83328,
A 0231,07C06,SL-000-1247,F11,SL-000-1247F11,AS 604850,,285.2276,
F 6300,07C07,SL-000-1247,F13,SL-000-1247F13,Flumazenil,,303.29553,
F 7927,07C08,SL-000-1247,F15,SL-000-1247F15,FSCPX,,506.55724,
F 9677,07C09,SL-000-1247,F17,SL-000-1247F17,Felodipine,,384.26243,
G 0668,07C10,SL-000-1247,F19,SL-000-1247F19,GW2974,,395.47072,
G 6416,07C11,SL-000-1247,F21,SL-000-1247F21,GW5074,,520.94891,
E 3256,07D02,SL-000-1247,H03,SL-000-1247H03,Edrophonium chloride,,201.69812,
E 4378,07D03,SL-000-1247,H05,SL-000-1247H05,EGTA,,380.35478,
E 9750,07D04,SL-000-1247,H07,SL-000-1247H07,Estrone,,270.37484,
A7230,07D05,SL-000-1247,H09,SL-000-1247H09,Alinidine,,270.16351,
F 3764,07D06,SL-000-1247,H11,SL-000-1247H11,Furegrelate sodium,,275.24165,
G4796,07D07,SL-000-1247,H13,SL-000-1247H13,Genipin,,226.23123,
N 2538,07D08,SL-000-1247,H15,SL-000-1247H15,NS8593 hydrochloride,,299.80611,
F-100,07D09,SL-000-1247,H17,SL-000-1247H17,Fluspirilene,,475.58672,
G 1043,07D10,SL-000-1247,H19,SL-000-1247H19,Guanfacine hydrochloride,,282.55855,
G 6649,07D11,SL-000-1247,H21,SL-000-1247H21,Genistein,,270.24395,
E 3263,07E02,SL-000-1247,J03,SL-000-1247J03,Efaroxan hydrochloride,,252.74624,
E 4642,07E03,SL-000-1247,J05,SL-000-1247J05,(±)-Epinephrine hydrochloride,,219.66983,
P0111,07E04,SL-000-1247,J07,SL-000-1247J07,Phenserine,,337.42521,
F 0778,07E05,SL-000-1247,J09,SL-000-1247J09,Felbamate,,238.24523,
F 4303,07E06,SL-000-1247,J11,SL-000-1247J11,Fiduxosin hydrochloride,,592.1217,
F 6513,07E07,SL-000-1247,J13,SL-000-1247J13,Fusaric acid,,179.22061,
F 8257,07E08,SL-000-1247,J15,SL-000-1247J15,Flunarizine dihydrochloride,,477.42926,
F-114,07E09,SL-000-1247,J17,SL-000-1247J17,cis-(Z)-Flupenthixol dihydrochloride,,507.44964,
G 2128,07E10,SL-000-1247,J19,SL-000-1247J19,L-Glutamic acid hydrochloride,,183.59275,
G 6793,07E11,SL-000-1247,J21,SL-000-1247J21,GW7647,,502.76557,
E 3380,07F02,SL-000-1247,L03,SL-000-1247L03,Ellipticine,,246.31453,
E 7138,07F03,SL-000-1247,L05,SL-000-1247L05,Ethosuximide,,141.17122,
E-006,07F04,SL-000-1247,L07,SL-000-1247L07,N-Methyl-beta-carboline-3-carboxamide,,225.25212,
F 0881,07F05,SL-000-1247,L09,SL-000-1247L09,Fusidic acid sodium,,538.70644,
F 4381,07F06,SL-000-1247,L11,SL-000-1247L11,Furosemide,,330.74887,
F 6627,07F07,SL-000-1247,L13,SL-000-1247L13,5-Fluorouracil,,130.07911,
F 8791,07F08,SL-000-1247,L15,SL-000-1247L15,5-fluoro-5'-deoxyuridine,,246.19682,
F-124,07F09,SL-000-1247,L17,SL-000-1247L17,Furafylline,,260.25444,
G 2536,07F10,SL-000-1247,L19,SL-000-1247L19,Ganciclovir,,255.23506,
G 7788,07F11,SL-000-1247,L21,SL-000-1247L21,alpha-Guanidinoglutaric acid,,189.17227,
E 3520,07G02,SL-000-1247,N03,SL-000-1247N03,Ebselen,,274.18278,
J4774,07G03,SL-000-1247,N05,SL-000-1247N05,JX401,,355.5029,
D7443,07G04,SL-000-1247,N07,SL-000-1247N07,DPO-1,,340.44963,
F 1016,07G05,SL-000-1247,N09,SL-000-1247N09,Fenoterol hydrobromide,,384.27319,
F 4646,07G06,SL-000-1247,N11,SL-000-1247N11,p-Fluoro-L-phenylalanine,,183.18395,
F 6777,07G07,SL-000-1247,N13,SL-000-1247N13,Flecainide acetate,,474.40393,
F 8927,07G08,SL-000-1247,N15,SL-000-1247N15,Flupirtine maleate,,420.40082,
F-131,07G09,SL-000-1247,N17,SL-000-1247N17,FPL 64176,,347.41757,
G 3126,07G10,SL-000-1247,N19,SL-000-1247N19,L-Glutamine,,146.14705,
G 8134,07G11,SL-000-1247,N21,SL-000-1247N21,Gallamine triethiodide,,891.5442,
E 3645,07H02,SL-000-1247,P03,SL-000-1247P03,rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine,,522.71185,
E 7881,07H03,SL-000-1247,P05,SL-000-1247P05,Emodin,,270.24395,
E-100,07H04,SL-000-1247,P07,SL-000-1247P07,(-)-Eseroline fumarate,,334.37529,
F 1553,07H05,SL-000-1247,P09,SL-000-1247P09,S-(+)-Fluoxetine hydrochloride,,345.79528,
F 4765,07H06,SL-000-1247,P11,SL-000-1247P11,Fluphenazine dihydrochloride,,510.45316,
F 6800,07H07,SL-000-1247,P13,SL-000-1247P13,Fenoldopam bromide,,386.67579,
F 9397,07H08,SL-000-1247,P15,SL-000-1247P15,Flutamide,,276.21712,
F-132,07H09,SL-000-1247,P17,SL-000-1247P17,Fluoxetine hydrochloride,,345.79528,
G 3416,07H10,SL-000-1247,P19,SL-000-1247P19,Guanidinyl-naltrindole di-trifluoroacetate,,699.61242,
G 9659,07H11,SL-000-1247,P21,SL-000-1247P21,GBR-12935 dihydrochloride,,487.51792,
G-002,08A02,SL-000-1247,B04,SL-000-1247B04,Isoguvacine hydrochloride,,163.6051,
P0099,08A03,SL-000-1247,B06,SL-000-1247B06,Paliperidone,,426.49504,
H 1377,08A04,SL-000-1247,B08,SL-000-1247B08,MHPG piperazine,,454.52488,
H 2775,08A05,SL-000-1247,B10,SL-000-1247B10,DL-threo-beta-hydroxyaspartic acid,,149.10409,
H 5752,08A06,SL-000-1247,B12,SL-000-1247B12,17alpha-hydroxyprogesterone,,330.47145,
H 8125,08A07,SL-000-1247,B14,SL-000-1247B14,L-Histidine hydrochloride,,191.6185,
H 9002,08A08,SL-000-1247,B16,SL-000-1247B16,L-Hyoscyamine,,289.37776,
H 9882,08A09,SL-000-1247,B18,SL-000-1247B18,4-Hydroxybenzhydrazide,,152.15401,
H-168,08A10,SL-000-1247,B20,SL-000-1247B20,R-(+)-7-Hydroxy-DPAT hydrobromide,,328.29572,
I 1149,08A11,SL-000-1247,B22,SL-000-1247B22,Iodoacetamide,,184.96468,
G-007,08B02,SL-000-1247,D04,SL-000-1247D04,Guvacine hydrochloride,,163.6051,
G-133,08B03,SL-000-1247,D06,SL-000-1247D06,GR-89696 fumarate,,530.40948,
H 1384,08B04,SL-000-1247,D08,SL-000-1247D08,Hypotaurine,,109.14759,
H 3132,08B05,SL-000-1247,D10,SL-000-1247D10,Ciproxifan hydrochloride,,306.79503,
H 6036,08B06,SL-000-1247,D12,SL-000-1247D12,"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1H-pyrazole",,386.45454,
H 8250,08B07,SL-000-1247,D14,SL-000-1247D14,(±)-8-Hydroxy-DPAT hydrobromide,,328.29572,
H 9003,08B08,SL-000-1247,D16,SL-000-1247D16,Hydroquinone,,110.11352,
H-108,08B09,SL-000-1247,D18,SL-000-1247D18,Hemicholinium-3,,574.35758,
S0323,08B10,SL-000-1247,D20,SL-000-1247D20,Sematilide monohydrochloride monohydrate,,367.89802,
I 1392,08B11,SL-000-1247,D22,SL-000-1247D22,HA-100,,313.80837,
G-017,08C02,SL-000-1247,F04,SL-000-1247F04,(±)-AMPA hydrobromide,,267.08072,
G-154,08C03,SL-000-1247,F06,SL-000-1247F06,Gabapentin,,171.24134,
H 1512,08C04,SL-000-1247,F08,SL-000-1247F08,Haloperidol,,375.87436,
H 3146,08C05,SL-000-1247,F10,SL-000-1247F10,Hydroxytacrine maleate,,330.34341,
H 6892,08C06,SL-000-1247,F12,SL-000-1247F12,1-(4-Hydroxybenzyl)imidazole-2-thiol,,206.268,
H 8502,08C07,SL-000-1247,F14,SL-000-1247F14,Dopamine hydrochloride,,189.64334,
B 8433,08C08,SL-000-1247,F16,SL-000-1247F16,BU99006,,243.28903,
H-120,08C09,SL-000-1247,F18,SL-000-1247F18,HA-1004 hydrochloride,,329.81062,
I 0154,08C10,SL-000-1247,F20,SL-000-1247F20,IEM-1460,,428.29787,
I 1637,08C11,SL-000-1247,F22,SL-000-1247F22,Ipratropium bromide,,412.371,
G-019,08D02,SL-000-1247,H04,SL-000-1247H04,Muscimol hydrobromide,,195.01659,
H 0126,08D03,SL-000-1247,H06,SL-000-1247H06,DL-Homatropine hydrobromide,,356.26264,
H 1753,08D04,SL-000-1247,H08,SL-000-1247H08,Hydralazine hydrochloride,,196.64073,
H 4001,08D05,SL-000-1247,H10,SL-000-1247H10,Hydrocortisone,,362.47025,
H 7250,08D06,SL-000-1247,H12,SL-000-1247H12,Histamine dihydrochloride,,184.06952,
H 8627,08D07,SL-000-1247,H14,SL-000-1247H14,Hydroxyurea,,76.05523,
M 7445,08D08,SL-000-1247,H16,SL-000-1247H16,MNS,,193.16044,
M 7320,08D09,SL-000-1247,H18,SL-000-1247H18,N-Methylhistaprodifen dioxalate salt,,499.52518,
I 0157,08D10,SL-000-1247,H20,SL-000-1247H20,Ibudilast,,230.31236,
I 1656,08D11,SL-000-1247,H22,SL-000-1247H22,Idarubicin,,497.50639,
G-110,08E02,SL-000-1247,J04,SL-000-1247J04,Guanabenz acetate,,291.13874,
H 0131,08E03,SL-000-1247,J06,SL-000-1247J06,(±)-Vanillylmandelic acid,,198.17705,
H 1877,08E04,SL-000-1247,J08,SL-000-1247J08,4-Imidazolemethanol hydrochloride,,134.56619,
L 4408,08E05,SL-000-1247,J10,SL-000-1247J10,Lithium Chloride,,42.392,
H 7258,08E06,SL-000-1247,J12,SL-000-1247J12,Harmane,,182.2269,
H 8645,08E07,SL-000-1247,J14,SL-000-1247J14,(+)-Hydrastine,,383.40462,
H 9523,08E08,SL-000-1247,J16,SL-000-1247J16,Serotonin hydrochloride,,212.68091,
H-127,08E09,SL-000-1247,J18,SL-000-1247J18,"Hexahydro-sila-difenidol hydrochloride, p-fluoro analog",,386.02951,
I 0375,08E10,SL-000-1247,J20,SL-000-1247J20,Imidazole-4-acetic acid hydrochloride,,162.57674,
M 1195,08E11,SL-000-1247,J22,SL-000-1247J22,Metolazone,,365.84122,
J4829,08F02,SL-000-1247,L04,SL-000-1247L04,JFD00244,,478.55272,
H 0627,08F03,SL-000-1247,L06,SL-000-1247L06,6-Hydroxymelatonin,,248.28407,
H 2138,08F04,SL-000-1247,L08,SL-000-1247L08,Hexamethonium dichloride,,273.2923,
H 4759,08F05,SL-000-1247,L10,SL-000-1247L10,Hydrochlorothiazide,,297.74051,
J 4137,08F06,SL-000-1247,L12,SL-000-1247L12,JS-K,,384.30787,
H 8653,08F07,SL-000-1247,L14,SL-000-1247L14,(±)-7-Hydroxy-DPAT hydrobromide,,328.29572,
L 2167,08F08,SL-000-1247,L16,SL-000-1247L16,"L-165,041",,402.44832,
H-128,08F09,SL-000-1247,L18,SL-000-1247L18,"Histamine, R(-)-alpha-methyl-, dihydrochloride",,198.09661,
C 3118,08F10,SL-000-1247,L20,SL-000-1247L20,CPNQ,,396.83649,
G 0419,08F11,SL-000-1247,L22,SL-000-1247L22,GR 55562 dihydrobromide,,537.29854,
G-117,08G02,SL-000-1247,N04,SL-000-1247N04,Glipizide,,445.54444,
H 0879,08G03,SL-000-1247,N06,SL-000-1247N06,Hexamethonium bromide,,362.1943,
C3243,08G04,SL-000-1247,N08,SL-000-1247N08,CCG-2046,,198.22915,
S 8817,08G05,SL-000-1247,N10,SL-000-1247N10,SB 218795,,396.44975,
H 7779,08G06,SL-000-1247,N12,SL-000-1247N12,Retinoic acid p-hydroxyanilide,,391.55841,
H 8759,08G07,SL-000-1247,N14,SL-000-1247N14,MHPG sulfate potassium,,302.34982,
H 9772,08G08,SL-000-1247,N16,SL-000-1247N16,5-Hydroxy-L-tryptophan,,220.22989,
H-135,08G09,SL-000-1247,N18,SL-000-1247N18,5-hydroxydecanoic acid sodium,,210.25093,
N 1786,08G10,SL-000-1247,N20,SL-000-1247N20,NSC 95397,,310.39328,
I 2279,08G11,SL-000-1247,N22,SL-000-1247N22,IMID-4F hydrochloride,,374.67545,
G-119,08H02,SL-000-1247,P04,SL-000-1247P04,GYKI 52466 hydrochloride,,329.78897,
H 1252,08H03,SL-000-1247,P06,SL-000-1247P06,4-Hydroxy-3-methoxyphenylacetic acid,,182.17765,
H 2380,08H04,SL-000-1247,P08,SL-000-1247P08,6-Hydroxy-DL-DOPA,,213.19172,
H 5257,08H05,SL-000-1247,P10,SL-000-1247P10,Hispidin,,246.22165,
A2721,08H06,SL-000-1247,P12,SL-000-1247P12,ABT-702 dihydrochloride,,536.26227,
H 8876,08H07,SL-000-1247,P14,SL-000-1247P14,5-Hydroxyindolacetic acid,,191.18813,
H 9876,08H08,SL-000-1247,P16,SL-000-1247P16,Hydroxylamine hydrochloride,,69.49098,
H-140,08H09,SL-000-1247,P18,SL-000-1247P18,R-(+)-8-Hydroxy-DPAT hydrobromide,,328.29572,
I 0782,08H10,SL-000-1247,P20,SL-000-1247P20,Imazodan,,240.26679,
I 2760,08H11,SL-000-1247,P22,SL-000-1247P22,R(-)-Isoproterenol (+)-bitartrate,,361.35186,
I 2764,09A02,SL-000-1251,A03,SL-000-1251A03,ML-7,,452.74431,
I 5879,09A03,SL-000-1251,A05,SL-000-1251A05,3-Isobutyl-1-methylxanthine,,222.24868,
I 7627,09A04,SL-000-1251,A07,SL-000-1251A07,Iproniazid phosphate,,277.21877,
I 9890,09A05,SL-000-1251,A09,SL-000-1251A09,m-Iodobenzylguanidine hemisulfate,,648.26434,
I-135,09A06,SL-000-1251,A11,SL-000-1251A11,Imetit dihydrobromide,,332.06134,
J-102,09A07,SL-000-1251,A13,SL-000-1251A13,JL-18,,307.40157,
K 3888,09A08,SL-000-1251,A15,SL-000-1251A15,Kenpaullone,,327.18287,
L 2411,09A09,SL-000-1251,A17,SL-000-1251A17,"LY-367,265",,452.55485,
L 5025,09A10,SL-000-1251,A19,SL-000-1251A19,Leflunomide,,270.21293,
L 8789,09A11,SL-000-1251,A21,SL-000-1251A21,LFM-A13,,360.00661,
I 2765,09B02,SL-000-1251,C03,SL-000-1251C03,(±)-Ibotenic acid,,158.11457,
I 6138,09B03,SL-000-1251,C05,SL-000-1251C05,Idazoxan hydrochloride,,240.69146,
I 8005,09B04,SL-000-1251,C07,SL-000-1251C07,S(+)-Isoproterenol (+)-bitartrate,,361.35186,
I-106,09B05,SL-000-1251,C09,SL-000-1251C09,S(+)-Ibuprofen,,206.28721,
I-138,09B06,SL-000-1251,C11,SL-000-1251C11,"1,5-Isoquinolinediol",,161.16164,
K 0250,09B07,SL-000-1251,C13,SL-000-1251C13,Kainic acid,,213.23535,
U 6881,09B08,SL-000-1251,C15,SL-000-1251C15,U-73343,,466.66969,
L 2536,09B09,SL-000-1251,C17,SL-000-1251C17,"LY-310,762 hydrochloride",,430.95436,
V 1889,09B10,SL-000-1251,C19,SL-000-1251C19,VER-3323 hemifumarate salt,,626.39328,
N 0287,09B11,SL-000-1251,C21,SL-000-1251C21,NNC 55-0396,,564.5766,
I 2892,09C02,SL-000-1251,E03,SL-000-1251E03,Ifenprodil tartrate,,800.9985,
I 6391,09C03,SL-000-1251,E05,SL-000-1251E05,1-(5-Isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride,,364.29643,
I 8021,09C04,SL-000-1251,E07,SL-000-1251E07,L-N6-(1-Iminoethyl)lysine hydrochloride,,223.70456,
I-114,09C05,SL-000-1251,E09,SL-000-1251E09,p-Iodoclonidine hydrochloride,,392.45558,
M 1818,09C06,SL-000-1251,E11,SL-000-1251E11,Molindone hydrochloride,,312.84285,
K 1003,09C07,SL-000-1251,E13,SL-000-1251E13,Ketoconazole,,531.44346,
L 0258,09C08,SL-000-1251,E15,SL-000-1251E15,"L-701,324",,363.80363,
O 0257,09C09,SL-000-1251,E17,SL-000-1251E17,Olvanil,,417.63751,
L 5647,09C10,SL-000-1251,E19,SL-000-1251E19,Lidocaine hydrochloride,,270.80521,
R 0529,09C11,SL-000-1251,E21,SL-000-1251E21,Ro 90-7501,,340.39072,
I 3639,09D02,SL-000-1251,G03,SL-000-1251G03,Isotharine mesylate,,335.42245,
I 6504,09D03,SL-000-1251,G05,SL-000-1251G05,(-)-Isoproterenol hydrochloride,,247.72401,
I 8250,09D04,SL-000-1251,G07,SL-000-1251G07,3-Iodo-L-tyrosine,,307.08935,
I-117,09D05,SL-000-1251,G09,SL-000-1251G09,R(+)-IAA-94,,357.23661,
I-146,09D06,SL-000-1251,G11,SL-000-1251G11,IB-MECA,,510.29433,
K 1136,09D07,SL-000-1251,G13,SL-000-1251G13,Ketorolac tris salt,,376.41293,
L 0664,09D08,SL-000-1251,G15,SL-000-1251G15,loxoprofen,,246.30891,
L 2906,09D09,SL-000-1251,G17,SL-000-1251G17,Lomefloxacin hydrochloride,,387.81705,
L 5783,09D10,SL-000-1251,G19,SL-000-1251G19,Lidocaine N-ethyl bromide quaternary salt,,343.31039,
L 9664,09D11,SL-000-1251,G21,SL-000-1251G21,Loratadine,,382.89381,
I 3766,09E02,SL-000-1251,I03,SL-000-1251I03,Isoliquiritigenin,,256.26049,
I 7016,09E03,SL-000-1251,I05,SL-000-1251I05,1-(5-Isoquinolinylsulfonyl)-2-methylpiperazine dihydrochloride,,364.29643,
C1618,09E04,SL-000-1251,I07,SL-000-1251I07,Cibenzoline succinate,,380.44758,
I-119,09E05,SL-000-1251,I09,SL-000-1251I09,Indatraline hydrochloride,,328.67162,
A0606,09E06,SL-000-1251,I11,SL-000-1251I11,Aurothioglucose,,392.18257,
K 1751,09E07,SL-000-1251,I13,SL-000-1251I13,Ketoprofen,,254.28818,
L 1011,09E08,SL-000-1251,I15,SL-000-1251I15,Labetalol hydrochloride,,364.8757,
L 3791,09E09,SL-000-1251,I17,SL-000-1251I17,Lamotrigine,,256.09564,
L 8397,09E10,SL-000-1251,I19,SL-000-1251I19,"L-Leucinethiol, oxidized dihydrochloride",,337.4203,
L 9756,09E11,SL-000-1251,I21,SL-000-1251I21,(-)-Tetramisole hydrochloride,,240.75666,
I 4883,09F02,SL-000-1251,K03,SL-000-1251K03,(±)-Ibuprofen,,206.28721,
I 7378,09F03,SL-000-1251,K05,SL-000-1251K05,Indomethacin,,357.79667,
I 8898,09F04,SL-000-1251,K07,SL-000-1251K07,Ivermectin,,875.11658,
I-120,09F05,SL-000-1251,K09,SL-000-1251K09,Iofetamine hydrochloride,,339.64933,
I-160,09F06,SL-000-1251,K11,SL-000-1251K11,3-(1H-Imidazol-4-yl)propyl di(p-fluorophenyl)methyl ether hydrochloride,,364.82588,
K 1888,09F07,SL-000-1251,K13,SL-000-1251K13,K 185,,376.50296,
L 1415,09F08,SL-000-1251,K15,SL-000-1251K15,"L-162,313",,582.78976,
L 4376,09F09,SL-000-1251,K17,SL-000-1251K17,alpha-Lobeline hydrochloride,,373.92696,
L 8401,09F10,SL-000-1251,K19,SL-000-1251K19,LE 300,,290.41174,
L 9787,09F11,SL-000-1251,K21,SL-000-1251K21,"L-655,708",,341.36983,
S0572,09G02,SL-000-1251,M03,SL-000-1251M03,SD-169,,160.17691,
I 7379,09G03,SL-000-1251,M05,SL-000-1251M05,Imipramine hydrochloride,,316.8775,
I 9531,09G04,SL-000-1251,M07,SL-000-1251M07,Imiloxan hydrochloride,,280.75679,
I-122,09G05,SL-000-1251,M09,SL-000-1251M09,"ICI 204,448 hydrochloride",,501.84164,
I18008,09G06,SL-000-1251,M11,SL-000-1251M11,Isonipecotic acid,,129.16007,
K 2628,09G07,SL-000-1251,M13,SL-000-1251M13,Ketotifen fumarate,,425.50746,
C5493,09G08,SL-000-1251,M15,SL-000-1251M15,CyPPA,,285.39521,
L 4762,09G09,SL-000-1251,M17,SL-000-1251M17,Loperamide hydrochloride,,513.51253,
L 8533,09G10,SL-000-1251,M19,SL-000-1251M19,Lansoprazole,,369.36808,
L 9908,09G11,SL-000-1251,M21,SL-000-1251M21,"LY-294,002 hydrochloride",,343.81321,
I 5627,09H02,SL-000-1251,O03,SL-000-1251O03,(±)-Isoproterenol hydrochloride,,247.72401,
I 7388,09H03,SL-000-1251,O05,SL-000-1251O05,Isoxanthopterin,,179.13905,
S3572,09H04,SL-000-1251,O07,SL-000-1251O07,Stevioside,,804.8911,
S 8822,09H05,SL-000-1251,O09,SL-000-1251O09,SB-525334,,343.43502,
J 4252,09H06,SL-000-1251,O11,SL-000-1251O11,JWH-015,,327.42992,
K 3375,09H07,SL-000-1251,O13,SL-000-1251O13,Kynurenic acid,,189.17219,
L 2037,09H08,SL-000-1251,O15,SL-000-1251O15,beta-Lapachone,,242.27703,
L 4900,09H09,SL-000-1251,O17,SL-000-1251O17,Lonidamine,,321.16515,
L 8539,09H10,SL-000-1251,O19,SL-000-1251O19,"L-687,384 hydrochloride",,327.90107,
L-106,09H11,SL-000-1251,O21,SL-000-1251O21,Loxapine succinate,,445.90668,
T5576,10A02,SL-000-1251,A04,SL-000-1251A04,TMPH hydrochloride,,305.89194,
L-133,10A03,SL-000-1251,A06,SL-000-1251A06,"L-750,667 trihydrochloride",,527.66624,
M 1387,10A04,SL-000-1251,A08,SL-000-1251A08,4-Methylpyrazole hydrochloride,,118.56679,
M-204,10A05,SL-000-1251,A10,SL-000-1251A10,p-MPPI hydrochloride,,578.88491,
M 2901,10A06,SL-000-1251,A12,SL-000-1251A12,Molsidomine,,242.23633,
M 3668,10A07,SL-000-1251,A14,SL-000-1251A14,Metergoline,,403.52878,
M 4531,10A08,SL-000-1251,A16,SL-000-1251A16,Meclofenamic acid sodium,,318.1371,
M 5391,10A09,SL-000-1251,A18,SL-000-1251A18,(±)-Metoprolol (+)-tartrate,,684.83162,
G1421,10A10,SL-000-1251,A20,SL-000-1251A20,GW405833 hydrochloride,,483.8263,
M 6690,10A11,SL-000-1251,A22,SL-000-1251A22,MDL 28170,,382.46352,
L-109,10B02,SL-000-1251,C04,SL-000-1251C04,Lorglumide sodium,,481.39917,
L-134,10B03,SL-000-1251,C06,SL-000-1251C06,Linopirdine,,391.47677,
M 1404,10B04,SL-000-1251,C08,SL-000-1251C08,Nocodazole,,301.32607,
M 2398,10B05,SL-000-1251,C10,SL-000-1251C10,Metaproterenol hemisulfate,,520.60362,
B7936,10B06,SL-000-1251,C12,SL-000-1251C12,BBMP,,343.20107,
U-106,10B07,SL-000-1251,C14,SL-000-1251C14,"(-)-cis-(1S,2R)-U-50488 tartrate",,519.42669,
M 4659,10B08,SL-000-1251,C16,SL-000-1251C16,Milrinone,,211.22503,
M 5435,10B09,SL-000-1251,C18,SL-000-1251C18,6-Methyl-2-(phenylethynyl)pyridine hydrochloride,,229.71144,
M 6383,10B10,SL-000-1251,C20,SL-000-1251C20,2-methoxyestradiol,,302.41727,
M 6760,10B11,SL-000-1251,C22,SL-000-1251C22,Myricetin,,318.24215,
C1244,10C02,SL-000-1251,E04,SL-000-1251E04,CHM-1 hydrate,,283.2614,
L-135,10C03,SL-000-1251,E06,SL-000-1251E06,"L-741,626",,340.85617,
M 1514,10C04,SL-000-1251,E08,SL-000-1251E08,N-omega-Methyl-5-hydroxytryptamine oxalate salt,,280.28287,
M 2525,10C05,SL-000-1251,E10,SL-000-1251E10,Mianserin hydrochloride,,300.83447,
M 3047,10C06,SL-000-1251,E12,SL-000-1251E12,Mizoribine,,259.22046,
M 3778,10C07,SL-000-1251,E14,SL-000-1251E14,Clorgyline hydrochloride,,308.63757,
M 4796,10C08,SL-000-1251,E16,SL-000-1251E16,(±)-alpha-Methyl-4-carboxyphenylglycine,,209.20347,
M 5441,10C09,SL-000-1251,E18,SL-000-1251E18,Mibefradil dihydrochloride,,568.56485,
M 6500,10C10,SL-000-1251,E20,SL-000-1251E20,Cysteamine hydrochloride,,113.60976,
M 7033,10C11,SL-000-1251,E22,SL-000-1251E22,NG-Monomethyl-L-arginine acetate,,248.28415,
P 0618,10D02,SL-000-1251,G04,SL-000-1251G04,cis(+/-)-8-OH-PBZI hydrobromide,,312.25269,
L-137,10D03,SL-000-1251,G06,SL-000-1251G06,"L-733,060 hydrochloride",,439.8319,
M 1559,10D04,SL-000-1251,G08,SL-000-1251G08,Moxonidine hydrochloride,,278.14286,
M 2537,10D05,SL-000-1251,G10,SL-000-1251G10,Mevastatin,,390.52443,
M 3127,10D06,SL-000-1251,G12,SL-000-1251G12,S-Methylisothiourea hemisulfate,,278.37258,
M 3808,10D07,SL-000-1251,G14,SL-000-1251G14,MRS 2179,,459.29506,
M 4910,10D08,SL-000-1251,G16,SL-000-1251G16,1-Methylhistamine dihydrochloride,,198.09661,
M 5501,10D09,SL-000-1251,G18,SL-000-1251G18,N6-Methyladenosine,,281.2733,
M 6517,10D10,SL-000-1251,G20,SL-000-1251G20,"alpha,beta-Methylene adenosine 5'-triphosphate dilithium",,517.07587,
M 7065,10D11,SL-000-1251,G22,SL-000-1251G22,MK-912,,375.90212,
B175,10E02,SL-000-1251,I04,SL-000-1251I04,BW 723C86,,322.85963,
M 0763,10E03,SL-000-1251,I06,SL-000-1251I06,Metoclopramide hydrochloride,,336.26431,
M 1692,10E04,SL-000-1251,I08,SL-000-1251I08,MRS 1845,,398.41929,
M 2547,10E05,SL-000-1251,I10,SL-000-1251I10,8-Methoxymethyl-3-isobutyl-1-methylxanthine,,266.30226,
